transaction_id,customer_id,transaction_amount,transaction_date,transaction_type,merchant_category,location
136,193,178213.94,2024-05-13 03:36:56,debit,petrol,Mumbai
137,129,198020.96,2024-04-13 18:11:50,debit,restaurant,Mumbai
138,125,28924.42,2024-04-27 16:22:19,credit,restaurant,Pune
139,104,38153.51,2024-04-26 19:02:15,credit,grocery,Delhi
140,194,170881.17,2024-05-30 07:35:51,debit,petrol,Mumbai
141,117,204565.6,2024-05-19 01:05:53,debit,jewelry,Mumbai
142,101,204747.82,2024-05-07 11:30:40,credit,electronics,Bangalore
143,179,172978.02,2024-04-29 09:55:52,debit,grocery,Delhi
144,194,130574.56,2024-05-02 05:44:56,debit,pharmacy,Chennai
145,145,3278.89,2024-04-06 23:40:41,debit,restaurant,Bangalore
146,101,167977.07,2024-04-27 00:27:34,debit,jewelry,Pune
147,195,68359.12,2024-04-07 14:13:53,credit,restaurant,Ahmedabad
148,126,102835.97,2024-05-14 09:20:08,credit,travel,Chennai
149,199,90596.29,2024-04-21 18:33:17,credit,pharmacy,Delhi
150,121,136856.92,2024-05-29 19:16:06,credit,petrol,Kolkata
151,149,53848.57,2024-05-24 22:29:02,debit,travel,Chennai
152,102,76456.96,2024-04-03 12:16:30,credit,petrol,Mumbai
153,182,221650.91,2024-04-18 13:05:54,debit,restaurant,Pune
154,137,261784.58,2024-05-03 17:28:07,debit,pharmacy,Mumbai
155,143,11068.22,2024-04-07 15:56:56,credit,petrol,Bangalore
156,152,215797.05,2024-05-08 16:02:46,credit,jewelry,Mumbai
157,181,200291.55,2024-05-17 03:58:57,credit,travel,Ahmedabad
158,137,66913.04,2024-04-05 01:45:13,debit,electronics,Ahmedabad
159,177,186897.41,2024-04-09 19:39:30,debit,grocery,Chennai
160,130,147883.38,2024-05-19 06:20:34,debit,travel,Hyderabad
161,127,284147.04,2024-04-10 10:48:00,debit,petrol,Delhi
162,180,127577.45,2024-04-26 12:33:26,debit,jewelry,Hyderabad
163,180,112213.01,2024-05-02 21:43:16,credit,travel,Mumbai
164,194,105269.97,2024-05-09 04:08:19,credit,jewelry,Hyderabad
165,191,235870.8,2024-05-27 21:13:37,credit,travel,Pune
166,191,783.91,2024-04-27 21:37:45,debit,electronics,Ahmedabad
167,197,172044.12,2024-04-25 00:35:59,credit,pharmacy,Ahmedabad
168,159,61599.81,2024-05-27 13:31:55,credit,travel,Chennai
169,196,146961.16,2024-04-17 16:38:49,debit,grocery,Delhi
170,131,181556.93,2024-04-26 06:05:23,credit,petrol,Chennai
171,130,288693.86,2024-05-25 05:59:48,credit,pharmacy,Kolkata
172,194,123198.21,2024-05-17 14:45:37,debit,travel,Delhi
173,101,165720.82,2024-04-06 06:53:54,debit,electronics,Pune
174,190,135582.96,2024-05-10 18:58:58,credit,travel,Pune
175,119,109081.78,2024-05-27 04:47:47,debit,grocery,Bangalore
176,188,284035.21,2024-04-21 20:25:09,credit,restaurant,Pune
177,152,41296.06,2024-04-08 18:38:50,credit,electronics,Pune
178,196,104818.02,2024-04-17 23:17:31,debit,jewelry,Bangalore
179,137,16625.44,2024-04-01 23:22:30,debit,travel,Kolkata
180,161,76319.03,2024-04-30 01:23:07,credit,electronics,Pune
181,161,61181.91,2024-05-30 10:42:05,credit,jewelry,Hyderabad
182,182,287131.75,2024-05-24 14:47:50,debit,petrol,Pune
183,122,186410.61,2024-04-18 06:31:52,credit,grocery,Mumbai
184,121,221472.21,2024-05-24 05:36:45,credit,jewelry,Mumbai
185,169,214819.36,2024-04-10 07:55:49,credit,restaurant,Bangalore
186,118,30273.66,2024-05-15 00:58:13,credit,restaurant,Chennai
187,130,197254.95,2024-04-15 20:03:52,debit,restaurant,Hyderabad
188,104,257870.17,2024-04-25 15:37:22,debit,pharmacy,Delhi
189,116,232627.17,2024-05-11 07:19:09,credit,pharmacy,Mumbai
190,117,188242.94,2024-05-22 08:59:42,debit,electronics,Ahmedabad
191,197,299429.53,2024-04-21 06:10:25,debit,jewelry,Pune
192,159,248140.26,2024-05-16 03:35:16,debit,jewelry,Ahmedabad
193,101,113949.9,2024-05-24 05:03:28,debit,electronics,Kolkata
194,186,31920.12,2024-05-22 15:47:51,debit,jewelry,Hyderabad
195,150,39290.99,2024-05-29 15:48:21,credit,grocery,Chennai
196,126,62438.27,2024-04-19 18:20:29,credit,grocery,Bangalore
197,145,258406.1,2024-05-22 05:57:58,credit,petrol,Mumbai
198,179,276929.84,2024-04-26 08:32:40,debit,travel,Kolkata
199,167,50757.6,2024-05-30 11:22:29,credit,restaurant,Hyderabad
200,145,248844.48,2024-04-05 14:28:51,debit,grocery,Ahmedabad
201,150,156413.74,2024-05-23 10:39:10,debit,electronics,Ahmedabad
202,199,116808.65,2024-04-27 18:12:35,debit,petrol,Bangalore
203,105,211298.01,2024-05-07 05:53:08,debit,pharmacy,Mumbai
204,190,144831.9,2024-05-04 23:03:27,debit,grocery,Hyderabad
205,121,298070.27,2024-04-03 10:11:04,credit,petrol,Chennai
206,177,142252.2,2024-05-17 16:13:58,credit,pharmacy,Hyderabad
207,110,281412.63,2024-04-15 19:13:17,credit,travel,Pune
208,136,128385.39,2024-05-16 09:46:53,debit,restaurant,Chennai
209,179,270751.16,2024-05-06 01:46:37,credit,travel,Mumbai
210,145,137916.25,2024-05-24 16:25:48,credit,electronics,Pune
211,145,172181.07,2024-04-08 12:35:27,debit,electronics,Hyderabad
212,195,266849.88,2024-04-23 07:37:11,debit,travel,Delhi
213,194,103142.15,2024-05-19 10:04:40,debit,electronics,Bangalore
214,198,225834.82,2024-05-19 16:00:45,debit,jewelry,Bangalore
215,161,276715.88,2024-05-18 00:01:32,debit,travel,Hyderabad
216,129,112275.94,2024-04-04 21:05:04,credit,pharmacy,Ahmedabad
217,182,96715.68,2024-05-11 07:53:30,credit,pharmacy,Chennai
218,159,139685.96,2024-04-26 22:07:59,credit,electronics,Kolkata
219,130,50272.77,2024-04-01 13:12:19,debit,jewelry,Pune
220,149,146820.92,2024-04-20 19:17:19,debit,petrol,Hyderabad
221,110,123696.85,2024-05-21 05:06:09,debit,petrol,Kolkata
222,101,183553.69,2024-04-06 10:09:11,credit,petrol,Chennai
223,179,209398.91,2024-05-26 16:42:34,debit,grocery,Kolkata
224,101,179530.73,2024-05-28 23:29:58,debit,grocery,Chennai
225,193,172524.24,2024-05-28 06:22:06,debit,grocery,Kolkata
226,164,182053.56,2024-04-28 15:22:18,credit,pharmacy,Bangalore
227,114,191817.51,2024-05-26 23:59:19,debit,grocery,Bangalore
228,182,198641.58,2024-04-24 10:36:44,credit,restaurant,Pune
229,114,160015.08,2024-05-09 00:50:20,debit,grocery,Delhi
230,183,42587.2,2024-04-12 17:41:17,credit,pharmacy,Hyderabad
231,180,171829.26,2024-04-28 07:04:04,debit,petrol,Ahmedabad
232,182,292735.76,2024-04-12 12:20:25,credit,restaurant,Delhi
233,143,248716.51,2024-04-21 01:49:15,debit,jewelry,Delhi
234,102,39519.72,2024-05-27 04:12:42,debit,pharmacy,Chennai
235,136,282656.1,2024-04-19 17:39:44,debit,jewelry,Bangalore
236,183,299107.25,2024-05-31 11:03:13,debit,pharmacy,Chennai
237,148,175151.72,2024-04-01 23:41:53,debit,travel,Kolkata
238,117,122202.53,2024-05-22 02:22:15,debit,electronics,Kolkata
239,174,73185.13,2024-04-06 10:57:55,debit,travel,Ahmedabad
240,198,36318.82,2024-05-21 06:11:56,credit,electronics,Mumbai
241,182,50148.37,2024-04-19 05:06:57,debit,electronics,Hyderabad
242,126,124065.38,2024-05-18 13:57:01,credit,jewelry,Ahmedabad
243,104,110696.52,2024-04-15 05:18:32,credit,electronics,Ahmedabad
244,161,102681.05,2024-04-04 21:56:26,debit,petrol,Chennai
245,179,273728.51,2024-05-28 19:55:58,credit,petrol,Ahmedabad
246,137,125647.17,2024-04-24 11:52:47,debit,electronics,Kolkata
247,190,18387.72,2024-04-11 19:51:11,debit,jewelry,Chennai
248,129,258749.66,2024-04-30 19:36:27,debit,pharmacy,Mumbai
249,148,188.76,2024-05-03 21:12:03,debit,grocery,Hyderabad
250,140,258495.25,2024-05-12 17:00:19,debit,jewelry,Mumbai
251,140,172645.16,2024-05-12 04:17:37,debit,electronics,Hyderabad
252,114,228997.92,2024-05-09 00:51:05,debit,jewelry,Pune
253,181,262981.16,2024-05-27 14:27:12,credit,restaurant,Kolkata
254,131,189015.37,2024-04-04 08:15:42,debit,electronics,Kolkata
255,121,298746.73,2024-05-13 10:34:53,credit,travel,Chennai
256,145,12386.51,2024-05-21 20:25:27,debit,jewelry,Pune
257,106,116126.83,2024-04-07 20:02:27,credit,grocery,Chennai
258,184,235067.44,2024-04-19 15:39:17,debit,travel,Mumbai
259,193,43721.43,2024-04-05 02:11:22,debit,restaurant,Kolkata
260,129,169553.2,2024-04-17 11:01:38,debit,pharmacy,Mumbai
261,172,82246.02,2024-05-14 08:50:38,debit,electronics,Chennai
262,149,229420.28,2024-04-30 05:50:45,debit,petrol,Kolkata
263,148,258445.04,2024-05-03 00:30:36,credit,pharmacy,Ahmedabad
264,182,277861.15,2024-05-29 03:42:00,debit,electronics,Kolkata
265,122,171229.02,2024-05-09 05:51:48,debit,travel,Kolkata
266,122,117426.66,2024-05-16 14:46:33,credit,travel,Pune
267,199,274361.54,2024-04-15 10:43:24,debit,grocery,Kolkata
268,184,242841.49,2024-05-23 21:52:57,debit,jewelry,Pune
269,196,6578.03,2024-05-22 10:39:53,credit,travel,Hyderabad
270,111,286656.66,2024-05-24 15:02:29,credit,petrol,Bangalore
271,184,77415.02,2024-05-19 08:35:02,credit,electronics,Ahmedabad
272,140,269306.38,2024-04-02 23:04:23,debit,pharmacy,Pune
273,114,205921.11,2024-04-05 17:32:02,credit,petrol,Hyderabad
274,167,79525.26,2024-04-03 22:54:48,credit,restaurant,Delhi
275,194,72248.7,2024-05-13 12:29:09,debit,grocery,Mumbai
276,196,96851.21,2024-05-24 05:30:09,credit,restaurant,Chennai
277,173,84517.22,2024-05-13 18:48:44,debit,electronics,Chennai
278,173,290938.19,2024-05-23 04:49:12,credit,travel,Chennai
279,117,154699.96,2024-05-08 18:12:34,credit,electronics,Chennai
280,134,64541.65,2024-04-16 15:37:28,credit,petrol,Ahmedabad
281,149,80110.99,2024-05-29 20:32:13,credit,electronics,Chennai
282,199,107343.69,2024-05-14 09:01:31,debit,grocery,Bangalore
283,101,237894.86,2024-04-06 12:24:11,debit,pharmacy,Pune
284,186,92410.34,2024-05-25 02:47:57,credit,pharmacy,Hyderabad
285,121,33751.81,2024-04-10 14:15:57,debit,jewelry,Hyderabad
286,161,174468.48,2024-05-15 04:08:17,debit,pharmacy,Pune
287,186,250280.23,2024-04-06 04:07:29,credit,travel,Hyderabad
288,174,200492.44,2024-05-24 07:55:21,debit,jewelry,Mumbai
289,184,50452.13,2024-04-04 20:15:38,credit,travel,Kolkata
290,195,210346.86,2024-05-02 04:16:33,credit,restaurant,Pune
291,104,250998.33,2024-05-06 07:04:50,credit,petrol,Kolkata
292,174,292170.8,2024-04-12 12:42:47,credit,electronics,Delhi
293,194,41762.88,2024-04-23 12:28:17,debit,pharmacy,Delhi
294,126,227018.85,2024-05-20 19:36:49,debit,electronics,Pune
295,118,253185.84,2024-05-15 02:41:30,credit,grocery,Ahmedabad
296,139,137007.36,2024-05-22 16:01:03,debit,restaurant,Bangalore
297,116,203453.96,2024-05-27 14:46:54,debit,petrol,Kolkata
298,117,72786.48,2024-04-01 04:12:04,debit,pharmacy,Hyderabad
299,110,68435.92,2024-04-10 12:44:14,debit,petrol,Mumbai
300,152,119700.23,2024-05-04 06:16:10,debit,travel,Bangalore
301,143,107859.38,2024-05-22 18:21:17,credit,petrol,Bangalore
302,195,159159.93,2024-04-13 15:41:37,credit,grocery,Delhi
303,161,33234.86,2024-04-15 09:26:42,debit,pharmacy,Mumbai
304,174,124643.69,2024-04-29 09:44:25,credit,grocery,Delhi
305,152,90174.51,2024-05-08 22:22:23,credit,petrol,Bangalore
306,198,172370.61,2024-04-18 10:12:16,debit,electronics,Ahmedabad
307,199,77505.08,2024-04-20 03:51:06,debit,jewelry,Hyderabad
308,190,94578.07,2024-05-10 14:13:14,credit,petrol,Bangalore
309,196,67083.87,2024-05-08 12:37:33,debit,travel,Chennai
310,194,3524.74,2024-05-23 04:55:19,debit,jewelry,Pune
311,197,78584.76,2024-05-23 22:26:48,debit,jewelry,Mumbai
312,143,127826.68,2024-05-02 22:02:11,debit,grocery,Kolkata
313,182,188859.16,2024-04-09 14:17:58,credit,grocery,Bangalore
314,116,292995.2,2024-05-11 12:26:20,credit,jewelry,Hyderabad
315,140,68096.76,2024-05-25 16:12:57,credit,petrol,Ahmedabad
316,159,41474.47,2024-04-08 08:22:34,debit,travel,Kolkata
317,114,181681.75,2024-04-03 23:15:30,debit,travel,Pune
318,186,290474.66,2024-05-01 23:34:48,debit,petrol,Delhi
319,176,270433.71,2024-05-29 12:39:38,debit,restaurant,Delhi
320,161,165916.12,2024-04-01 07:11:42,credit,pharmacy,Pune
321,152,78565.74,2024-05-23 17:47:33,debit,travel,Ahmedabad
322,134,186251.14,2024-05-08 03:56:24,credit,jewelry,Chennai
323,191,258344.44,2024-04-08 21:52:51,credit,grocery,Pune
324,190,94695.58,2024-05-09 14:33:17,debit,travel,Bangalore
325,190,116358.72,2024-05-11 14:29:16,credit,restaurant,Hyderabad
326,159,148491.58,2024-04-15 04:11:58,debit,restaurant,Hyderabad
327,159,229378.19,2024-04-23 13:46:33,debit,pharmacy,Delhi
328,197,42402.66,2024-05-27 01:53:52,credit,grocery,Bangalore
329,196,200023.74,2024-04-01 15:47:18,debit,grocery,Pune
330,182,112764.45,2024-05-19 18:13:59,debit,restaurant,Ahmedabad
331,137,158557.94,2024-05-31 17:07:33,credit,grocery,Chennai
332,177,268315.13,2024-05-28 12:40:44,debit,restaurant,Bangalore
333,148,165646.72,2024-05-17 17:23:51,credit,restaurant,Chennai
334,140,129266.84,2024-04-21 06:37:06,debit,pharmacy,Pune
335,183,232811.78,2024-05-22 18:17:00,debit,grocery,Pune
336,170,139243.89,2024-05-18 01:55:52,debit,restaurant,Ahmedabad
337,134,227598.7,2024-05-01 15:32:04,debit,restaurant,Kolkata
338,119,286967.83,2024-04-27 16:44:04,debit,jewelry,Pune
339,184,290787.25,2024-05-14 19:21:21,credit,restaurant,Chennai
340,143,48264.72,2024-04-29 06:23:54,credit,restaurant,Delhi
341,196,291692.22,2024-04-15 16:03:39,credit,electronics,Ahmedabad
342,198,84641.19,2024-05-16 23:52:51,debit,petrol,Delhi
343,191,161860.06,2024-04-30 00:01:12,debit,pharmacy,Bangalore
344,126,56777.39,2024-04-03 22:48:25,credit,petrol,Hyderabad
345,165,877.55,2024-05-08 12:44:11,credit,jewelry,Hyderabad
346,145,249361.39,2024-05-05 14:34:29,debit,travel,Delhi
347,180,298013.22,2024-05-03 15:32:26,credit,restaurant,Mumbai
348,139,78081.2,2024-04-14 10:25:45,debit,jewelry,Ahmedabad
349,190,116638.26,2024-05-15 07:56:42,debit,restaurant,Chennai
350,193,199846.18,2024-04-25 23:10:59,credit,pharmacy,Ahmedabad
351,118,271438.23,2024-04-12 00:47:12,credit,travel,Mumbai
352,199,104074.76,2024-05-08 14:58:48,credit,restaurant,Hyderabad
353,154,109530.25,2024-04-19 06:28:55,credit,jewelry,Ahmedabad
354,126,263320.71,2024-04-19 20:26:54,debit,travel,Pune
355,184,92694.39,2024-04-24 18:12:25,debit,electronics,Mumbai
356,137,24062.44,2024-04-27 02:13:47,credit,jewelry,Pune
357,114,67119.64,2024-05-02 07:10:02,debit,restaurant,Hyderabad
358,101,255240.12,2024-04-14 22:49:46,credit,jewelry,Delhi
359,122,257344.28,2024-04-27 19:05:16,credit,jewelry,Hyderabad
360,140,74253.71,2024-04-26 11:58:41,debit,petrol,Pune
361,184,243757.25,2024-05-05 09:53:29,debit,petrol,Kolkata
362,181,86516.97,2024-04-19 20:11:54,credit,grocery,Delhi
363,161,91995.38,2024-05-30 09:31:15,credit,pharmacy,Kolkata
364,121,93970.68,2024-05-16 21:02:05,credit,pharmacy,Chennai
365,159,288723.18,2024-05-01 09:55:54,credit,petrol,Mumbai
366,129,43975.55,2024-05-05 12:31:41,debit,pharmacy,Mumbai
367,126,146936.87,2024-04-13 05:32:02,debit,travel,Mumbai
368,197,170623.92,2024-05-21 05:16:25,debit,travel,Bangalore
369,130,92729.7,2024-05-02 11:29:28,debit,petrol,Delhi
370,137,87492.14,2024-04-19 02:07:36,debit,restaurant,Delhi
371,148,202295.33,2024-04-22 05:56:48,credit,travel,Hyderabad
372,118,206132.36,2024-04-23 09:34:10,credit,restaurant,Mumbai
373,119,56566.95,2024-04-19 05:12:06,credit,petrol,Kolkata
374,188,17299.11,2024-04-23 16:20:44,credit,restaurant,Ahmedabad
375,145,258951.3,2024-04-28 20:57:32,debit,restaurant,Mumbai
376,117,36174.15,2024-05-14 16:06:22,debit,travel,Pune
377,197,256335.18,2024-04-07 15:00:15,debit,pharmacy,Chennai
378,182,46239.55,2024-04-21 04:09:37,credit,restaurant,Hyderabad
379,194,220827.63,2024-05-03 03:36:14,credit,jewelry,Delhi
380,193,216228.61,2024-05-21 02:03:24,credit,grocery,Mumbai
381,125,163345.42,2024-04-13 01:45:06,debit,jewelry,Hyderabad
382,176,166647.61,2024-05-26 02:09:33,credit,restaurant,Chennai
383,173,254844.34,2024-04-26 07:35:56,debit,petrol,Chennai
384,177,205945.64,2024-04-27 15:46:04,credit,jewelry,Delhi
385,176,29344.81,2024-04-09 07:25:38,debit,travel,Chennai
386,148,27448.32,2024-05-01 03:01:39,credit,pharmacy,Bangalore
387,176,275944.57,2024-04-13 09:06:26,credit,grocery,Mumbai
388,104,277174.42,2024-04-08 22:40:19,debit,petrol,Chennai
389,101,138796.95,2024-05-29 21:23:18,debit,pharmacy,Mumbai
390,173,283334.28,2024-04-25 14:51:13,credit,grocery,Kolkata
391,101,60377.02,2024-05-25 01:47:11,debit,jewelry,Mumbai
392,116,27601.25,2024-04-16 03:41:13,credit,jewelry,Chennai
393,183,87269.66,2024-05-20 05:35:26,debit,pharmacy,Mumbai
394,195,74843.5,2024-05-20 07:48:56,credit,petrol,Ahmedabad
